,Message,Tweet Favorite Count,Retweet Count,Created At,Username,Likes,Location
1959,RT @ainnie35: Can ppl in Sri Aman use correct mask... #jerebu #SriAman #Haze . https://t.co/dOCK4Z0lc3,0,93,2019-09-19 06:13:42,ςiti ςαℓƒαнι∂αн,3185,"Rasa, Selangor"
1960,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 06:13:34,nanachang,2816,"Ireland, Scotland"
1961,"Haze is getting worst , it reminds me during my 2015 SPM . School closed once jerebu dah hilang I only have few days to sit for my SPM 🥴",0,0,2019-09-19 06:12:05,Dannn,3208,"Kuala Lumpur Federal Territory, Malaysia"
1962,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 06:11:44,lost boy muqri,4834,
1963,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 06:10:37,Kacchon 🇲🇾,7206,"KUL, MALAYSIA"
1964,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 06:09:31,beach,6454,
1965,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 06:08:54,fahmi | iceps15 🇲🇾,2205,Malaysia
1966,"RT @jannahknayni: Latest update from UPSI Tg.Malim. 
#Jerebu #haze https://t.co/5e67dwbrAg",0,33,2019-09-19 06:04:14,-,2335,
1967,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 06:03:26,aifaa,11114,
1968,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 06:02:34,honeylemon,15632,
1969,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 06:02:22,🏹 uzma,3951,
1970,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:59:56,Faruq,615,
1971,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 05:57:40,アクイラ,6289,
1972,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 05:56:37,keshah,4571,
1973,"RT @jannahknayni: Latest update from UPSI Tg.Malim. 
#Jerebu #haze https://t.co/5e67dwbrAg",0,33,2019-09-19 05:55:44,˗ˏˋ 𝕤 𝕥 𝕣 𝕦 𝕘 𝕚 𝕣 𝕝 ˎˊ˗,2877,
1974,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:54:44,AbeMat,3047,newcastle
1975,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:53:50,intan,2706,"Kedah, Malaysia"
1976,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:53:30,🐥🐣,18264,"Alor Star, Kedah"
1977,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:51:34,kowalski,4606,Malaysia
1978,"RT @cestmeow: Same window, today vs two months ago. The fresh sea air smells of smoke. Thanks Indonesia 😒 #haze #jerebu https://t.co/4TeGR4…",0,52,2019-09-19 05:49:44,NBLH HMAIRA,4179,
1979,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:49:22,Bella🌸,11481,no location 
1980,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:49:21,Ain Rasyiqah 🌸,4770,Malaysia
1981,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:47:19,b,18397,MY
1982,"RT @cestmeow: Same window, today vs two months ago. The fresh sea air smells of smoke. Thanks Indonesia 😒 #haze #jerebu https://t.co/4TeGR4…",0,52,2019-09-19 05:46:34,lulu,6659,
1983,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:45:10,notyourcrush ♡,18894,P E N A N G  🇲🇾
1984,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:44:34,moon🌙,3955,neo city 
1985,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:43:17,iikhmalhkim,38,
1986,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:41:58,Gbird,2898,Malaysia
1987,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 05:41:43,kudos 🇲🇾,9340,
1988,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:40:43,Ziyad,50498,Malaysia
1989,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 05:40:05,니니🐾,6015,🇲🇾
1990,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:39:42,🌻,1993,mana mana kau nak
1991,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:38:35,paah,2994,
1992,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:37:24,알야,2613,Malaysia
1993,"RT @HdinHafizuddin: Malaysian: Asap kabut, tolonggg tolonggg jerebu!! Haze haze, pity our children, kids and older peoples. No air! No air!…",0,332,2019-09-19 05:37:04,~atieqah~,1009,
1994,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:36:12,🌙,34153,Malaysia
1995,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:35:44,aeby,598,
1996,"RT @mileshiinx: Reminder yah y'all 
-stay hydrateddddddd 
-stay indoorrrrrr
-wear n95 mask if you hv to go outside
-stop open burning and s…",0,185,2019-09-19 05:33:57,nrnjh,2170,
1997,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:31:41,Hanif of House Stark,2768,Your's truly
1998,"RT @jannahknayni: Latest update from UPSI Tg.Malim. 
#Jerebu #haze https://t.co/5e67dwbrAg",0,33,2019-09-19 05:30:07,meena,2554,"Sabah, Malaysia"
1999,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:28:57,NIK JAD HARIZ,3259,Malaysia
2000,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:27:54,Jidy G.,2456,Manchester United
2001,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:26:20,Isyraf Hafidz,21171,
2002,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:23:59,Aloy™,871,
2003,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 05:22:45,^^,2588,aroundyou
2004,"RT @therakyatpost: We'd like to dedicate this award to Indonesia. Without them, we could never be *cough* *cough* *cough*

#haze #Jerebu #M…",0,19,2019-09-19 05:20:55,Safiq,2595,
2005,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 05:20:30,Prisc E.Wong,428,Malaysia
2006,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:15:51,ed,4621,
2007,"RT @jannahknayni: Latest update from UPSI Tg.Malim. 
#Jerebu #haze https://t.co/5e67dwbrAg",0,33,2019-09-19 05:14:43,sara,15857,
2008,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 05:12:42,ليلى خليدة,11810,Malaysia
2009,RT @dingdongb3ll: was monitoring the haze from my office and accidently discovered the Eye of Sauron in the shadow.. hahahhahahahahahah haz…,0,28,2019-09-19 05:11:30,Butterfly71,237,Syonanto
2010,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:10:25,mun,2605,"Pinang, Malaysia"
2011,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:08:49,Amm,4506,
2012,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:07:03,cap,2356,
2013,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 05:05:59,❁´fatin`❁,15759,
2014,"RT @therakyatpost: We'd like to dedicate this award to Indonesia. Without them, we could never be *cough* *cough* *cough*

#haze #Jerebu #M…",0,19,2019-09-19 05:05:20,SkzMalaysiaPls(╥_╥),21622,Malaysia
2015,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:04:52,Elsa,6215,
2016,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 05:04:16,💙👾,36861,"lindungan , selangor"
2017,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 05:03:26,Sarah Adlina,2696,Kuala Lumpur City
2018,"RT @achickenperson: Dear Indonesia, instead of moving your capital city, might as well just move your whole country to elsewhere, far far a…",0,130,2019-09-19 05:02:06,SkzMalaysiaPls(╥_╥),21622,Malaysia
2019,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 05:01:08,Ahmad Izzuddin,39259,"Selangor, Malaysia"
2020,"RT @Prashad07916832: Finally Haze Level Reach 200
Students : yeahhhh
School : noooooooo
Teachers : ah shit here we go again
#Jerebu #haze #…",0,55,2019-09-19 05:00:17,SkzMalaysiaPls(╥_╥),21622,Malaysia
2021,"RT @therakyatpost: We'd like to dedicate this award to Indonesia. Without them, we could never be *cough* *cough* *cough*

#haze #Jerebu #M…",0,19,2019-09-19 04:58:58,F word,12442,
2022,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:57:34,niaz,7606,
2023,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:56:52,أمل,28650,Malaysia
2024,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:56:22,𝓈𝑜𝑒𝓅𝒽𝒾𝒶,16724,
2025,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:54:33,𝙨𝙮𝙖𝙯𝙬𝙖𝙣𝙞𝙚,6242,
2026,"Muar was mentioned yeay

Haha tiber😂

It happened on my birthday back then, 21st June and worsened 2 days later til… https://t.co/f3VYJvbC2J",0,0,2019-09-19 04:53:38,Afifi Syahmi,4032,IIUM Gombak
2027,"RT @HdinHafizuddin: Malaysian: Asap kabut, tolonggg tolonggg jerebu!! Haze haze, pity our children, kids and older peoples. No air! No air!…",0,332,2019-09-19 04:53:22,farina,1738,
2028,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:52:27,sha zendu tapi pretty,5474,
2029,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:51:35,Cereal Killer,492,"Sabah, Malaysia "
2030,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:51:12,AS 💢,2382,
2031,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:50:50,Kamal Adha,994,"Selangor, Malaysia"
2032,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:50:37,Aina,17145,"Penang, Malaysia"
2033,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:49:59,Fix,5852,Gombak
2034,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:49:54,F▲IZ M▲HMOD,3151,Malaysia
2035,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:49:52,(*˘︶˘*)🌺,24055,"Selangor, Malaysia"
2036,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:49:14,syvx,41901,alderaan
2037,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:49:02,saz,3222,"Melake Gegau, Malaysia"
2038,"RT @therakyatpost: We'd like to dedicate this award to Indonesia. Without them, we could never be *cough* *cough* *cough*

#haze #Jerebu #M…",0,19,2019-09-19 04:47:00,Faez Fahmi,22468,
2039,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:46:52,lepnu,2692,Manjung
2040,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:44:28,bce,42699,bce
2041,"RT @songyi_sn: Jerebu is a prove that orang yang sangat kaya won't care at all about orang biasa macam kita ni semua. 

As long as money ma…",0,1,2019-09-19 04:44:08,Erica,3697,
2042,"RT @jannahknayni: Latest update from UPSI Tg.Malim. 
#Jerebu #haze https://t.co/5e67dwbrAg",0,33,2019-09-19 04:43:37,🐻,21606,Johor/Pahang
2043,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:43:32,sayang,738,"Kuala Terengganu, Terengganu"
2044,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:42:06,aisya,57043,"Selangor, Malaysia"
2045,"RT @shahrimtamrin: We love you #Indonesia

#Jerebu #Haze

Air pollution particles found on foetal side of placentas

 - Research finds blac…",0,60,2019-09-19 04:41:57,Naѕнa,178,Malaysia
2046,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:40:39,ف,6601,"Baling, Kedah"
2047,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:40:39,فارس,1737,
2048,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:39:55,faz,3118,
2049,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:38:05,Nas,42422,uitm P. Pinang
2050,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:37:40,ź,4289,
2051,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:36:56,Arif,645,"Selangor, Malaysia"
2052,"RT @HdinHafizuddin: Malaysian: Asap kabut, tolonggg tolonggg jerebu!! Haze haze, pity our children, kids and older peoples. No air! No air!…",0,332,2019-09-19 04:36:12,sweg ciken,31132,Konohagakure
2053,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:35:28,👨🏻‍⚕️,90,Ganu
2054,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:34:09,püt3,38916,Malaysia
2055,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:33:19,bila? hadid,73712,between 🌟 
2056,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:33:02,Classick,3792,
2057,"RT @therakyatpost: We'd like to dedicate this award to Indonesia. Without them, we could never be *cough* *cough* *cough*

#haze #Jerebu #M…",0,19,2019-09-19 04:33:00,AK20,3258,"Kuala Lumpur, Malaysia"
2058,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:32:58,yeh,3838,"Kelantan, Malaysia"
2059,"RT @jannahknayni: Latest update from UPSI Tg.Malim. 
#Jerebu #haze https://t.co/5e67dwbrAg",0,33,2019-09-19 04:32:31,UPSI | Admin,7085,Proton City | Tg. Malim
2060,"RT @therakyatpost: We'd like to dedicate this award to Indonesia. Without them, we could never be *cough* *cough* *cough*

#haze #Jerebu #M…",0,19,2019-09-19 04:32:15,seri,7620,Tanah Melayu
2061,Current air quality reading in Kuala Lumpur #hazemalaysia #jerebu #haze #Malaysia https://t.co/RHUVGXU8JC,2,0,2019-09-19 04:31:20,nur athira,14,Ampang 
2062,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:31:19,Adam Fidel,1445,
2063,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:30:21,Priyya :),17974,Malaysia
2064,"We'd like to dedicate this award to Indonesia. Without them, we could never be *cough* *cough* *cough*

#haze… https://t.co/SMaAps0Qdj",26,19,2019-09-19 04:30:00,The Rakyat Post,269,Malaysia
2065,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:29:47,harez,1754,
2066,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:27:37,poknik,1421,YNWA
2067,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:25:52,alif,2242,Malaysia
2068,"RT @TheChekMad: The haze is not getting any better.. 😤

#Jerebu #HazeMalaysia #ThanksIndonesia #AnnualHaze https://t.co/4mqVoFe9A0",0,126,2019-09-19 04:25:49,Referee ZEN,19901,Malaysia
2069,RT @koiorangpahang1: Sending prayers to our fellow Malaysians in the affected states. We hope that this matter would not be continuing for…,0,49,2019-09-19 04:24:23,Yoo Ney,12927,"Georgetown, Penang"
2070,RT @koiorangpahang1: Sending prayers to our fellow Malaysians in the affected states. We hope that this matter would not be continuing for…,0,49,2019-09-19 04:23:46,ihsan,63345,Penang
2071,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:21:55,honey dukes,11371,Hogsmeade
2072,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:21:32,Y a s q i 🌬,8746,MY 
2073,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:20:40,𝓐 ✨,36893,
2074,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:19:45,nini.,1859,
2075,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:19:30,hikigaya,8064,"Kuantan, Pahang"
2076,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:19:05,ㄚ𝓊Ｓ ☆,2094,
2077,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:18:25,ener,14416,
2078,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:18:12,Wan,2535,"Puchong,Selangor"
2079,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:17:22,Aish,1681,"Sarawak, Malaysia"
2080,"The poem I learnt back in school years ago. Timely. 

😭

#haze
#suffocated
#jerebu

Credit: https://t.co/4YNrhpnN5b https://t.co/4VAq7LXF1A",5,4,2019-09-19 04:16:49,eva,8682,"Kuala Lumpur, Wilayah Persekut"
2081,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:16:20,izz,8794,
2082,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:14:52,mvhirvh,2453,"Kemaman, Terengganu"
2083,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:13:36,hujan.,8100,
2084,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:12:29,𝕟𝕚𝕝,2016,
2085,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:11:41,raa.,3024,
2086,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:09:58,𝒶𝓏𝓃𝒾𝓏𝒶𝓃𝒾𝓉𝒶,16181,
2087,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:09:33,calok .,440,"Kuala Selangor, Selangor"
2088,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:08:46,Firhan,4142,Kelantan
2089,"RT @mileshiinx: Reminder yah y'all 
-stay hydrateddddddd 
-stay indoorrrrrr
-wear n95 mask if you hv to go outside
-stop open burning and s…",0,185,2019-09-19 04:08:42,Han,2212,
2090,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:08:24,𝑳𝒊𝒔𝒂𝒂𝒂 ♡,38227,"𝓜𝓮𝓰𝓪𝓽 𝓗𝓪𝓲𝓺𝓪𝓵 
"
2091,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:07:10,INTERNET MOTHER,53777,
2092,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:06:22,Merannn,6864,"Ipoh, Perak"
2093,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 04:04:46,man man,7718,
2094,"RT @achickenperson: Dear Indonesia, instead of moving your capital city, might as well just move your whole country to elsewhere, far far a…",0,130,2019-09-19 04:03:00,Mbuddy,599,
2095,Jerebu makes my internet speed fluctuates. The haze interferes with the signals a bit.,0,0,2019-09-19 04:02:39,"Jesie, Dear my EXO",32409,In God's heart
2096,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 04:01:22,urgh check my header,354,"Bandar Kuala Lumpur, Wilayah P"
